date,route_id,origin,destination,carrier_id,carrier_name,transit_time_days,cost,on_time_delivery,mode,distance_km
2023-09-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,9296,0,Ship,12000
2023-09-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1838,1,Truck,800
2023-09-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8677,1,Ship,12000
2023-09-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1334,1,Truck,800
2023-09-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8352,0,Ship,12000
2023-09-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,902,1,Truck,800
2023-09-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8250,1,Ship,12000
2023-09-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-09-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9810,1,Ship,12000
2023-09-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-09-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,10756,0,Ship,12000
2023-09-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1,1,Truck,800
2023-09-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,7729,0,Ship,12000
2023-09-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1694,1,Truck,800
2023-09-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8306,1,Ship,12000
2023-10-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1805,1,Truck,800
2023-10-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7961,1,Ship,12000
2023-10-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,686,1,Truck,800
2023-10-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,8037,0,Ship,12000
2023-10-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1722,1,Truck,800
2023-10-03,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8658,1,Ship,12000
2023-10-04,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1441,1,Truck,800
2023-10-04,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,11542,1,Ship,12000
2023-10-05,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-10-05,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8040,1,Ship,12000
2023-10-06,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-10-06,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6877,1,Ship,12000
2023-10-07,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1346,0,Truck,800
2023-10-07,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,9352,0,Ship,12000
2023-10-08,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,274,0,Truck,800
2023-10-08,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,6066,0,Ship,12000
2023-10-09,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2008,1,Truck,800
2023-10-09,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7274,1,Ship,12000
2023-10-10,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,312,1,Truck,800
2023-10-10,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7552,1,Ship,12000
2023-10-11,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,588,0,Truck,800
2023-10-11,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8198,1,Ship,12000
2023-10-12,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1032,1,Truck,800
2023-10-12,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7411,1,Ship,12000
2023-10-13,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,404,1,Truck,800
2023-10-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6420,1,Ship,12000
2023-10-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1743,0,Truck,800
2023-10-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9002,1,Ship,12000
2023-10-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1,0,Truck,800
2023-10-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9616,1,Ship,12000
2023-10-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,643,1,Truck,800
2023-10-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7568,1,Ship,12000
2023-10-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1,0,Truck,800
2023-10-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6983,1,Ship,12000
2023-10-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,244,1,Truck,800
2023-10-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9887,1,Ship,12000
2023-10-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,242,1,Truck,800
2023-10-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9117,1,Ship,12000
2023-10-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1414,1,Truck,800
2023-10-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,9637,0,Ship,12000
2023-10-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-10-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7113,1,Ship,12000
2023-10-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1756,0,Truck,800
2023-10-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9617,1,Ship,12000
2023-10-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2539,0,Truck,800
2023-10-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8031,0,Ship,12000
2023-10-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,282,1,Truck,800
2023-10-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10209,1,Ship,12000
2023-10-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,967,1,Truck,800
2023-10-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,6837,0,Ship,12000
2023-10-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1303,1,Truck,800
2023-10-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8045,1,Ship,12000
2023-10-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,249,1,Truck,800
2023-10-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8283,1,Ship,12000
2023-10-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,753,0,Truck,800
2023-10-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,6795,0,Ship,12000
2023-10-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1225,0,Truck,800
2023-10-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7317,1,Ship,12000
2023-10-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,891,1,Truck,800
2023-10-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10391,1,Ship,12000
2023-10-31,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2622,1,Truck,800
2023-10-31,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10436,1,Ship,12000
2023-11-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2393,1,Truck,800
2023-11-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7583,1,Ship,12000
2023-11-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,4171,1,Truck,800
2023-11-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7087,1,Ship,12000
2023-11-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2332,0,Truck,800
2023-11-03,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6988,1,Ship,12000
2023-11-04,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,190,1,Truck,800
2023-11-04,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9383,1,Ship,12000
2023-11-05,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1266,1,Truck,800
2023-11-05,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7355,1,Ship,12000
2023-11-06,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1169,1,Truck,800
2023-11-06,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8545,1,Ship,12000
2023-11-07,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1174,1,Truck,800
2023-11-07,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10227,1,Ship,12000
2023-11-08,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1,0,Truck,800
2023-11-08,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7997,1,Ship,12000
2023-11-09,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-11-09,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8486,1,Ship,12000
2023-11-10,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2072,1,Truck,800
2023-11-10,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9651,1,Ship,12000
2023-11-11,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-11-11,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8736,1,Ship,12000
2023-11-12,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2578,1,Truck,800
2023-11-12,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7568,1,Ship,12000
2023-11-13,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,4616,0,Truck,800
2023-11-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8984,1,Ship,12000
2023-11-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2023-11-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8156,1,Ship,12000
2023-11-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,679,0,Truck,800
2023-11-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8282,1,Ship,12000
2023-11-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2881,0,Truck,800
2023-11-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9022,0,Ship,12000
2023-11-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1,0,Truck,800
2023-11-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8742,1,Ship,12000
2023-11-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2263,1,Truck,800
2023-11-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6055,1,Ship,12000
2023-11-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,173,1,Truck,800
2023-11-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9241,1,Ship,12000
2023-11-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,3338,1,Truck,800
2023-11-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6904,1,Ship,12000
2023-11-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2090,1,Truck,800
2023-11-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10198,1,Ship,12000
2023-11-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,441,1,Truck,800
2023-11-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9513,0,Ship,12000
2023-11-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,694,1,Truck,800
2023-11-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8360,1,Ship,12000
2023-11-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1558,0,Truck,800
2023-11-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10024,1,Ship,12000
2023-11-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,3777,1,Truck,800
2023-11-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7897,1,Ship,12000
2023-11-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1,0,Truck,800
2023-11-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9967,0,Ship,12000
2023-11-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2102,1,Truck,800
2023-11-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8993,0,Ship,12000
2023-11-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2311,1,Truck,800
2023-11-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,8014,0,Ship,12000
2023-11-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1707,1,Truck,800
2023-11-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10300,1,Ship,12000
2023-11-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,454,1,Truck,800
2023-11-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9518,0,Ship,12000
2023-12-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,854,1,Truck,800
2023-12-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9908,1,Ship,12000
2023-12-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2869,1,Truck,800
2023-12-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8394,1,Ship,12000
2023-12-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1519,0,Truck,800
2023-12-03,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7564,1,Ship,12000
2023-12-04,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1817,0,Truck,800
2023-12-04,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6867,1,Ship,12000
2023-12-05,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1798,1,Truck,800
2023-12-05,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9308,1,Ship,12000
2023-12-06,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1450,0,Truck,800
2023-12-06,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,7658,0,Ship,12000
2023-12-07,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2840,0,Truck,800
2023-12-07,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7648,1,Ship,12000
2023-12-08,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,3090,0,Truck,800
2023-12-08,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8719,1,Ship,12000
2023-12-09,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,3800,1,Truck,800
2023-12-09,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9688,1,Ship,12000
2023-12-10,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,407,0,Truck,800
2023-12-10,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9307,0,Ship,12000
2023-12-11,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2269,1,Truck,800
2023-12-11,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8841,1,Ship,12000
2023-12-12,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1221,0,Truck,800
2023-12-12,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10222,1,Ship,12000
2023-12-13,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,244,1,Truck,800
2023-12-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8682,1,Ship,12000
2023-12-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,5624,1,Truck,800
2023-12-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8718,1,Ship,12000
2023-12-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1382,0,Truck,800
2023-12-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,6952,1,Ship,12000
2023-12-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2845,1,Truck,800
2023-12-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9954,1,Ship,12000
2023-12-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,866,1,Truck,800
2023-12-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10205,1,Ship,12000
2023-12-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,742,1,Truck,800
2023-12-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8148,1,Ship,12000
2023-12-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1403,1,Truck,800
2023-12-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,7663,0,Ship,12000
2023-12-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,557,0,Truck,800
2023-12-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9405,1,Ship,12000
2023-12-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1,0,Truck,800
2023-12-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8715,0,Ship,12000
2023-12-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2048,1,Truck,800
2023-12-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9186,1,Ship,12000
2023-12-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2838,1,Truck,800
2023-12-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7078,1,Ship,12000
2023-12-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1,1,Truck,800
2023-12-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,7815,0,Ship,12000
2023-12-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,3383,1,Truck,800
2023-12-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8344,1,Ship,12000
2023-12-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2126,1,Truck,800
2023-12-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9349,1,Ship,12000
2023-12-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,471,1,Truck,800
2023-12-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7090,1,Ship,12000
2023-12-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,666,1,Truck,800
2023-12-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9068,1,Ship,12000
2023-12-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,4056,1,Truck,800
2023-12-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,8636,0,Ship,12000
2023-12-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1469,1,Truck,800
2023-12-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7624,1,Ship,12000
2023-12-31,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1384,1,Truck,800
2023-12-31,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7301,1,Ship,12000
2024-01-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,10,1,0,Truck,800
2024-01-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7971,1,Ship,12000
2024-01-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2024-01-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7098,1,Ship,12000
2024-01-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1420,1,Truck,800
2024-01-03,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8345,1,Ship,12000
2024-01-04,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,513,1,Truck,800
2024-01-04,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7505,1,Ship,12000
2024-01-05,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,857,1,Truck,800
2024-01-05,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7877,1,Ship,12000
2024-01-06,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1650,1,Truck,800
2024-01-06,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9819,1,Ship,12000
2024-01-07,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1957,0,Truck,800
2024-01-07,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9398,0,Ship,12000
2024-01-08,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1,1,Truck,800
2024-01-08,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8532,1,Ship,12000
2024-01-09,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1464,1,Truck,800
2024-01-09,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9597,0,Ship,12000
2024-01-10,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2427,1,Truck,800
2024-01-10,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,10110,1,Ship,12000
2024-01-11,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,600,1,Truck,800
2024-01-11,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,29,8031,0,Ship,12000
2024-01-12,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2024-01-12,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7221,1,Ship,12000
2024-01-13,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1677,1,Truck,800
2024-01-13,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8788,1,Ship,12000
2024-01-14,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1623,1,Truck,800
2024-01-14,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,8903,1,Ship,12000
2024-01-15,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2024-01-15,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9777,1,Ship,12000
2024-01-16,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1032,1,Truck,800
2024-01-16,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8761,1,Ship,12000
2024-01-17,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2104,1,Truck,800
2024-01-17,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,10783,0,Ship,12000
2024-01-18,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2042,1,Truck,800
2024-01-18,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7616,1,Ship,12000
2024-01-19,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,3816,1,Truck,800
2024-01-19,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8557,1,Ship,12000
2024-01-20,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1308,1,Truck,800
2024-01-20,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10155,1,Ship,12000
2024-01-21,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2024-01-21,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,9146,0,Ship,12000
2024-01-22,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,2222,1,Truck,800
2024-01-22,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8429,1,Ship,12000
2024-01-23,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2210,1,Truck,800
2024-01-23,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10725,1,Ship,12000
2024-01-24,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2024-01-24,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,7579,1,Ship,12000
2024-01-25,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1,1,Truck,800
2024-01-25,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,7053,1,Ship,12000
2024-01-26,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,933,1,Truck,800
2024-01-26,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8023,1,Ship,12000
2024-01-27,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,575,1,Truck,800
2024-01-27,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,25,10139,0,Ship,12000
2024-01-28,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,2885,0,Truck,800
2024-01-28,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10497,1,Ship,12000
2024-01-29,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1409,1,Truck,800
2024-01-29,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,11533,1,Ship,12000
2024-01-30,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,1,1,Truck,800
2024-01-30,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,23,9186,1,Ship,12000
2024-01-31,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1726,0,Truck,800
2024-01-31,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,9127,1,Ship,12000
2024-02-01,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,6,1883,0,Truck,800
2024-02-01,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,8103,1,Ship,12000
2024-02-02,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,3,2078,1,Truck,800
2024-02-02,ROUTE_B,SUP001,PLANT_A,CARR_002,OceanFreight,22,10062,1,Ship,12000
2024-02-03,ROUTE_A,PLANT_A,WH_001,CARR_001,FastShip,4,1,1,Truck,800
