date,warehouse_id,warehouse_name,warehouse_region,sku,stock_on_hand,safety_stock,reorder_point,inbound_qty,outbound_qty,days_of_supply
2023-11-01,WH_002,West Warehouse,California,SKU_456,6521,2000,4000,425,1644,3
2023-11-02,WH_001,Central Warehouse,Midwest,SKU_123,15138,5000,8000,3415,1974,7
2023-11-02,WH_002,West Warehouse,California,SKU_456,7003,2000,4000,586,1759,3
2023-11-03,WH_001,Central Warehouse,Midwest,SKU_123,17887,5000,8000,2906,2150,8
2023-11-03,WH_002,West Warehouse,California,SKU_456,7258,2000,4000,1440,1057,6
2023-11-04,WH_001,Central Warehouse,Midwest,SKU_123,13804,5000,8000,1905,1624,8
2023-11-04,WH_002,West Warehouse,California,SKU_456,7547,2000,4000,1839,1033,7
2023-11-05,WH_001,Central Warehouse,Midwest,SKU_123,17295,5000,8000,2091,1395,12
2023-11-05,WH_002,West Warehouse,California,SKU_456,5383,2000,4000,401,2284,2
2023-11-06,WH_001,Central Warehouse,Midwest,SKU_123,15941,5000,8000,51,1957,8
2023-11-06,WH_002,West Warehouse,California,SKU_456,11228,2000,4000,2149,2458,4
2023-11-07,WH_001,Central Warehouse,Midwest,SKU_123,14758,5000,8000,299,1719,8
2023-11-07,WH_002,West Warehouse,California,SKU_456,8857,2000,4000,1276,1844,4
2023-11-08,WH_001,Central Warehouse,Midwest,SKU_123,8163,5000,8000,3188,973,8
2023-11-08,WH_002,West Warehouse,California,SKU_456,4552,2000,4000,1863,1759,2
2023-11-09,WH_001,Central Warehouse,Midwest,SKU_123,14573,5000,8000,1108,1196,12
2023-11-09,WH_002,West Warehouse,California,SKU_456,4034,2000,4000,1730,2145,1
2023-11-10,WH_001,Central Warehouse,Midwest,SKU_123,13985,5000,8000,3031,2373,5
2023-11-10,WH_002,West Warehouse,California,SKU_456,5941,2000,4000,1776,2802,2
2023-11-11,WH_001,Central Warehouse,Midwest,SKU_123,19055,5000,8000,0,1732,11
2023-11-11,WH_002,West Warehouse,California,SKU_456,8001,2000,4000,2991,1053,7
2023-11-12,WH_001,Central Warehouse,Midwest,SKU_123,11061,5000,8000,1188,1156,9
2023-11-12,WH_002,West Warehouse,California,SKU_456,10853,2000,4000,582,1126,9
2023-11-13,WH_001,Central Warehouse,Midwest,SKU_123,7738,5000,8000,3208,2262,3
2023-11-13,WH_002,West Warehouse,California,SKU_456,6855,2000,4000,1642,1771,3
2023-11-14,WH_001,Central Warehouse,Midwest,SKU_123,19160,5000,8000,2490,1081,17
2023-11-14,WH_002,West Warehouse,California,SKU_456,2334,2000,4000,661,1543,1
2023-11-15,WH_001,Central Warehouse,Midwest,SKU_123,11706,5000,8000,2233,1168,10
2023-11-15,WH_002,West Warehouse,California,SKU_456,4296,2000,4000,587,2437,1
2023-11-16,WH_001,Central Warehouse,Midwest,SKU_123,17111,5000,8000,4076,1823,9
2023-11-16,WH_002,West Warehouse,California,SKU_456,6495,2000,4000,3588,1480,4
2023-11-17,WH_001,Central Warehouse,Midwest,SKU_123,14772,5000,8000,1948,1,14772
2023-11-17,WH_002,West Warehouse,California,SKU_456,13616,2000,4000,2589,1697,8
2023-11-18,WH_001,Central Warehouse,Midwest,SKU_123,13783,5000,8000,2196,1141,12
2023-11-18,WH_002,West Warehouse,California,SKU_456,10158,2000,4000,431,1611,6
2023-11-19,WH_001,Central Warehouse,Midwest,SKU_123,15965,5000,8000,1761,1722,9
2023-11-19,WH_002,West Warehouse,California,SKU_456,4530,2000,4000,841,1642,2
2023-11-20,WH_001,Central Warehouse,Midwest,SKU_123,16374,5000,8000,0,1813,9
2023-11-20,WH_002,West Warehouse,California,SKU_456,6098,2000,4000,1768,696,8
2023-11-21,WH_001,Central Warehouse,Midwest,SKU_123,11019,5000,8000,3159,1519,7
2023-11-21,WH_002,West Warehouse,California,SKU_456,6660,2000,4000,1860,1793,3
2023-11-22,WH_001,Central Warehouse,Midwest,SKU_123,15541,5000,8000,1909,2155,7
2023-11-22,WH_002,West Warehouse,California,SKU_456,11396,2000,4000,2496,1532,7
2023-11-23,WH_001,Central Warehouse,Midwest,SKU_123,16300,5000,8000,2377,2136,7
2023-11-23,WH_002,West Warehouse,California,SKU_456,11148,2000,4000,778,848,13
2023-11-24,WH_001,Central Warehouse,Midwest,SKU_123,11545,5000,8000,3171,554,20
2023-11-24,WH_002,West Warehouse,California,SKU_456,9381,2000,4000,2435,2197,4
2023-11-25,WH_001,Central Warehouse,Midwest,SKU_123,14631,5000,8000,388,924,15
2023-11-25,WH_002,West Warehouse,California,SKU_456,3863,2000,4000,1354,1390,2
2023-11-26,WH_001,Central Warehouse,Midwest,SKU_123,9920,5000,8000,3764,704,14
2023-11-26,WH_002,West Warehouse,California,SKU_456,12711,2000,4000,3422,2038,6
2023-11-27,WH_001,Central Warehouse,Midwest,SKU_123,11571,5000,8000,2410,733,15
2023-11-27,WH_002,West Warehouse,California,SKU_456,11188,2000,4000,1911,1254,8
2023-11-28,WH_001,Central Warehouse,Midwest,SKU_123,9716,5000,8000,0,876,11
2023-11-28,WH_002,West Warehouse,California,SKU_456,11894,2000,4000,1516,1398,8
2023-11-29,WH_001,Central Warehouse,Midwest,SKU_123,16294,5000,8000,4166,2295,7
2023-11-29,WH_002,West Warehouse,California,SKU_456,4596,2000,4000,0,2915,1
2023-11-30,WH_001,Central Warehouse,Midwest,SKU_123,21941,5000,8000,2226,737,29
2023-11-30,WH_002,West Warehouse,California,SKU_456,11371,2000,4000,1870,1432,7
2023-12-01,WH_001,Central Warehouse,Midwest,SKU_123,17130,5000,8000,2401,788,21
2023-12-01,WH_002,West Warehouse,California,SKU_456,6863,2000,4000,2793,1806,3
2023-12-02,WH_001,Central Warehouse,Midwest,SKU_123,14917,5000,8000,3120,1282,11
2023-12-02,WH_002,West Warehouse,California,SKU_456,8625,2000,4000,0,1230,7
2023-12-03,WH_001,Central Warehouse,Midwest,SKU_123,16673,5000,8000,1531,1220,13
2023-12-03,WH_002,West Warehouse,California,SKU_456,4354,2000,4000,3204,1829,2
2023-12-04,WH_001,Central Warehouse,Midwest,SKU_123,16888,5000,8000,0,1403,12
2023-12-04,WH_002,West Warehouse,California,SKU_456,7019,2000,4000,1663,1130,6
2023-12-05,WH_001,Central Warehouse,Midwest,SKU_123,12788,5000,8000,3019,352,36
2023-12-05,WH_002,West Warehouse,California,SKU_456,14220,2000,4000,2580,1474,9
2023-12-06,WH_001,Central Warehouse,Midwest,SKU_123,17173,5000,8000,257,1101,15
2023-12-06,WH_002,West Warehouse,California,SKU_456,7576,2000,4000,3638,1472,5
2023-12-07,WH_001,Central Warehouse,Midwest,SKU_123,15575,5000,8000,1292,1792,8
2023-12-07,WH_002,West Warehouse,California,SKU_456,13870,2000,4000,3194,1451,9
2023-12-08,WH_001,Central Warehouse,Midwest,SKU_123,16364,5000,8000,2693,1803,9
2023-12-08,WH_002,West Warehouse,California,SKU_456,11891,2000,4000,3325,1423,8
2023-12-09,WH_001,Central Warehouse,Midwest,SKU_123,16246,5000,8000,1540,946,17
2023-12-09,WH_002,West Warehouse,California,SKU_456,7056,2000,4000,1908,503,14
2023-12-10,WH_001,Central Warehouse,Midwest,SKU_123,17011,5000,8000,0,3128,5
2023-12-10,WH_002,West Warehouse,California,SKU_456,13256,2000,4000,1686,1505,8
2023-12-11,WH_001,Central Warehouse,Midwest,SKU_123,15060,5000,8000,1293,1615,9
2023-12-11,WH_002,West Warehouse,California,SKU_456,7496,2000,4000,1886,1608,4
2023-12-12,WH_001,Central Warehouse,Midwest,SKU_123,9402,5000,8000,2047,1598,5
2023-12-12,WH_002,West Warehouse,California,SKU_456,8450,2000,4000,1741,2182,3
2023-12-13,WH_001,Central Warehouse,Midwest,SKU_123,12762,5000,8000,2272,2278,5
2023-12-13,WH_002,West Warehouse,California,SKU_456,7722,2000,4000,2257,1442,5
2023-12-14,WH_001,Central Warehouse,Midwest,SKU_123,18330,5000,8000,1690,2270,8
2023-12-14,WH_002,West Warehouse,California,SKU_456,7637,2000,4000,968,1907,4
2023-12-15,WH_001,Central Warehouse,Midwest,SKU_123,12933,5000,8000,2744,1,12933
2023-12-15,WH_002,West Warehouse,California,SKU_456,8018,2000,4000,1448,862,9
2023-12-16,WH_001,Central Warehouse,Midwest,SKU_123,12063,5000,8000,1311,1471,8
2023-12-16,WH_002,West Warehouse,California,SKU_456,3214,2000,4000,2379,2319,1
2023-12-17,WH_001,Central Warehouse,Midwest,SKU_123,14983,5000,8000,2970,2156,6
2023-12-17,WH_002,West Warehouse,California,SKU_456,12327,2000,4000,4244,1200,10
2023-12-18,WH_001,Central Warehouse,Midwest,SKU_123,11485,5000,8000,2940,1924,5
2023-12-18,WH_002,West Warehouse,California,SKU_456,10714,2000,4000,4267,1506,7
2023-12-19,WH_001,Central Warehouse,Midwest,SKU_123,15491,5000,8000,823,2781,5
2023-12-19,WH_002,West Warehouse,California,SKU_456,6822,2000,4000,1630,1291,5
2023-12-20,WH_001,Central Warehouse,Midwest,SKU_123,11742,5000,8000,1124,1185,9
2023-12-20,WH_002,West Warehouse,California,SKU_456,3219,2000,4000,1057,2669,1
2023-12-21,WH_001,Central Warehouse,Midwest,SKU_123,16574,5000,8000,3111,2206,7
2023-12-21,WH_002,West Warehouse,California,SKU_456,14419,2000,4000,0,762,18
2023-12-22,WH_001,Central Warehouse,Midwest,SKU_123,11186,5000,8000,1436,1319,8
2023-12-22,WH_002,West Warehouse,California,SKU_456,6435,2000,4000,2263,1521,4
2023-12-23,WH_001,Central Warehouse,Midwest,SKU_123,11470,5000,8000,0,904,12
2023-12-23,WH_002,West Warehouse,California,SKU_456,6077,2000,4000,1703,822,7
2023-12-24,WH_001,Central Warehouse,Midwest,SKU_123,12282,5000,8000,642,1424,8
2023-12-24,WH_002,West Warehouse,California,SKU_456,4244,2000,4000,981,714,5
2023-12-25,WH_001,Central Warehouse,Midwest,SKU_123,13462,5000,8000,960,2044,6
2023-12-25,WH_002,West Warehouse,California,SKU_456,9420,2000,4000,1916,1021,9
2023-12-26,WH_001,Central Warehouse,Midwest,SKU_123,15331,5000,8000,2828,1585,9
2023-12-26,WH_002,West Warehouse,California,SKU_456,13612,2000,4000,2551,2048,6
2023-12-27,WH_001,Central Warehouse,Midwest,SKU_123,14467,5000,8000,2810,1021,14
2023-12-27,WH_002,West Warehouse,California,SKU_456,6395,2000,4000,2419,1705,3
2023-12-28,WH_001,Central Warehouse,Midwest,SKU_123,15776,5000,8000,3320,645,24
2023-12-28,WH_002,West Warehouse,California,SKU_456,4589,2000,4000,2275,1065,4
2023-12-29,WH_001,Central Warehouse,Midwest,SKU_123,25822,5000,8000,2618,1453,17
2023-12-29,WH_002,West Warehouse,California,SKU_456,6195,2000,4000,1423,1518,4
2023-12-30,WH_001,Central Warehouse,Midwest,SKU_123,14391,5000,8000,1451,1336,10
2023-12-30,WH_002,West Warehouse,California,SKU_456,12704,2000,4000,3661,1651,7
2023-12-31,WH_001,Central Warehouse,Midwest,SKU_123,9305,5000,8000,2646,2432,3
2023-12-31,WH_002,West Warehouse,California,SKU_456,12794,2000,4000,2881,2353,5
2024-01-01,WH_001,Central Warehouse,Midwest,SKU_123,14186,5000,8000,2753,1091,13
2024-01-01,WH_002,West Warehouse,California,SKU_456,9022,2000,4000,3595,1146,7
2024-01-02,WH_001,Central Warehouse,Midwest,SKU_123,10984,5000,8000,2116,1364,8
2024-01-02,WH_002,West Warehouse,California,SKU_456,10272,2000,4000,1456,2531,4
2024-01-03,WH_001,Central Warehouse,Midwest,SKU_123,9486,5000,8000,3504,1041,9
2024-01-03,WH_002,West Warehouse,California,SKU_456,1714,2000,4000,2285,1347,1
2024-01-04,WH_001,Central Warehouse,Midwest,SKU_123,10116,5000,8000,0,1494,6
2024-01-04,WH_002,West Warehouse,California,SKU_456,11415,2000,4000,2701,1534,7
2024-01-05,WH_001,Central Warehouse,Midwest,SKU_123,15675,5000,8000,1967,642,24
2024-01-05,WH_002,West Warehouse,California,SKU_456,3026,2000,4000,1756,1403,2
2024-01-06,WH_001,Central Warehouse,Midwest,SKU_123,16978,5000,8000,2908,1863,9
2024-01-06,WH_002,West Warehouse,California,SKU_456,7019,2000,4000,343,1747,4
2024-01-07,WH_001,Central Warehouse,Midwest,SKU_123,15838,5000,8000,0,999,15
2024-01-07,WH_002,West Warehouse,California,SKU_456,5581,2000,4000,2142,1017,5
2024-01-08,WH_001,Central Warehouse,Midwest,SKU_123,13866,5000,8000,1747,1404,9
2024-01-08,WH_002,West Warehouse,California,SKU_456,5492,2000,4000,1233,851,6
2024-01-09,WH_001,Central Warehouse,Midwest,SKU_123,15330,5000,8000,2685,1037,14
2024-01-09,WH_002,West Warehouse,California,SKU_456,13322,2000,4000,1622,2418,5
2024-01-10,WH_001,Central Warehouse,Midwest,SKU_123,11752,5000,8000,0,1741,6
2024-01-10,WH_002,West Warehouse,California,SKU_456,8869,2000,4000,2041,1114,7
2024-01-11,WH_001,Central Warehouse,Midwest,SKU_123,13878,5000,8000,1386,1318,10
2024-01-11,WH_002,West Warehouse,California,SKU_456,10945,2000,4000,2221,1865,5
2024-01-12,WH_001,Central Warehouse,Midwest,SKU_123,13188,5000,8000,1589,807,16
2024-01-12,WH_002,West Warehouse,California,SKU_456,6704,2000,4000,0,1145,5
2024-01-13,WH_001,Central Warehouse,Midwest,SKU_123,13713,5000,8000,2676,1338,10
2024-01-13,WH_002,West Warehouse,California,SKU_456,9216,2000,4000,0,1465,6
2024-01-14,WH_001,Central Warehouse,Midwest,SKU_123,8121,5000,8000,550,1387,5
2024-01-14,WH_002,West Warehouse,California,SKU_456,12466,2000,4000,2445,1510,8
2024-01-15,WH_001,Central Warehouse,Midwest,SKU_123,13931,5000,8000,1143,1173,11
2024-01-15,WH_002,West Warehouse,California,SKU_456,9495,2000,4000,337,1855,5
2024-01-16,WH_001,Central Warehouse,Midwest,SKU_123,12640,5000,8000,2990,2076,6
2024-01-16,WH_002,West Warehouse,California,SKU_456,2144,2000,4000,1302,986,2
2024-01-17,WH_001,Central Warehouse,Midwest,SKU_123,7655,5000,8000,760,2964,2
2024-01-17,WH_002,West Warehouse,California,SKU_456,10133,2000,4000,4300,1997,5
2024-01-18,WH_001,Central Warehouse,Midwest,SKU_123,11403,5000,8000,1541,1853,6
2024-01-18,WH_002,West Warehouse,California,SKU_456,9531,2000,4000,1307,594,16
2024-01-19,WH_001,Central Warehouse,Midwest,SKU_123,25507,5000,8000,1830,1304,19
2024-01-19,WH_002,West Warehouse,California,SKU_456,8396,2000,4000,1708,1573,5
2024-01-20,WH_001,Central Warehouse,Midwest,SKU_123,18504,5000,8000,1850,802,23
2024-01-20,WH_002,West Warehouse,California,SKU_456,7434,2000,4000,1442,2354,3
2024-01-21,WH_001,Central Warehouse,Midwest,SKU_123,18098,5000,8000,2129,732,24
2024-01-21,WH_002,West Warehouse,California,SKU_456,3709,2000,4000,2018,1701,2
2024-01-22,WH_001,Central Warehouse,Midwest,SKU_123,12688,5000,8000,1423,1144,11
2024-01-22,WH_002,West Warehouse,California,SKU_456,7918,2000,4000,0,839,9
2024-01-23,WH_001,Central Warehouse,Midwest,SKU_123,11805,5000,8000,3449,1011,11
2024-01-23,WH_002,West Warehouse,California,SKU_456,8631,2000,4000,2271,2278,3
2024-01-24,WH_001,Central Warehouse,Midwest,SKU_123,18419,5000,8000,1930,1214,15
2024-01-24,WH_002,West Warehouse,California,SKU_456,5676,2000,4000,1710,1239,4
2024-01-25,WH_001,Central Warehouse,Midwest,SKU_123,15937,5000,8000,2504,1855,8
2024-01-25,WH_002,West Warehouse,California,SKU_456,12407,2000,4000,4235,1574,7
2024-01-26,WH_001,Central Warehouse,Midwest,SKU_123,17848,5000,8000,1578,2211,8
2024-01-26,WH_002,West Warehouse,California,SKU_456,11715,2000,4000,3210,1556,7
2024-01-27,WH_001,Central Warehouse,Midwest,SKU_123,11660,5000,8000,326,1475,7
2024-01-27,WH_002,West Warehouse,California,SKU_456,13365,2000,4000,1628,1971,6
2024-01-28,WH_001,Central Warehouse,Midwest,SKU_123,16953,5000,8000,1659,2289,7
2024-01-28,WH_002,West Warehouse,California,SKU_456,1,2000,4000,532,950,1
2024-01-29,WH_001,Central Warehouse,Midwest,SKU_123,11130,5000,8000,2403,1674,6
2024-01-29,WH_002,West Warehouse,California,SKU_456,9378,2000,4000,2715,929,10
2024-01-30,WH_001,Central Warehouse,Midwest,SKU_123,9736,5000,8000,2475,1121,8
2024-01-30,WH_002,West Warehouse,California,SKU_456,2503,2000,4000,3165,2337,1
2024-01-31,WH_001,Central Warehouse,Midwest,SKU_123,19450,5000,8000,2224,1875,10
2024-01-31,WH_002,West Warehouse,California,SKU_456,12794,2000,4000,1230,2166,5
2024-02-01,WH_001,Central Warehouse,Midwest,SKU_123,14963,5000,8000,3096,1611,9
2024-02-01,WH_002,West Warehouse,California,SKU_456,12536,2000,4000,2268,609,20
2024-02-02,WH_001,Central Warehouse,Midwest,SKU_123,19081,5000,8000,862,2251,8
2024-02-02,WH_002,West Warehouse,California,SKU_456,7684,2000,4000,3411,2180,3
2024-02-03,WH_001,Central Warehouse,Midwest,SKU_123,15505,5000,8000,2610,1753,8
2024-02-03,WH_002,West Warehouse,California,SKU_456,951,2000,4000,2141,830,1
2024-02-04,WH_001,Central Warehouse,Midwest,SKU_123,14599,5000,8000,628,789,18
2024-02-04,WH_002,West Warehouse,California,SKU_456,13617,2000,4000,3283,1497,9
2024-02-05,WH_001,Central Warehouse,Midwest,SKU_123,14646,5000,8000,1702,1841,7
2024-02-05,WH_002,West Warehouse,California,SKU_456,5633,2000,4000,3192,1348,4
2024-02-06,WH_001,Central Warehouse,Midwest,SKU_123,12530,5000,8000,2026,1145,10
2024-02-06,WH_002,West Warehouse,California,SKU_456,9150,2000,4000,1355,1781,5
2024-02-07,WH_001,Central Warehouse,Midwest,SKU_123,18256,5000,8000,1136,1421,12
2024-02-07,WH_002,West Warehouse,California,SKU_456,9614,2000,4000,1476,1778,5
2024-02-08,WH_001,Central Warehouse,Midwest,SKU_123,15943,5000,8000,3299,1136,14
2024-02-08,WH_002,West Warehouse,California,SKU_456,4700,2000,4000,1630,919,5
2024-02-09,WH_001,Central Warehouse,Midwest,SKU_123,15975,5000,8000,605,2899,5
2024-02-09,WH_002,West Warehouse,California,SKU_456,12535,2000,4000,2015,2020,6
2024-02-10,WH_001,Central Warehouse,Midwest,SKU_123,8271,5000,8000,5028,1145,7
2024-02-10,WH_002,West Warehouse,California,SKU_456,7578,2000,4000,0,1791,4
2024-02-11,WH_001,Central Warehouse,Midwest,SKU_123,10127,5000,8000,2121,1173,8
2024-02-11,WH_002,West Warehouse,California,SKU_456,4227,2000,4000,1034,1635,2
2024-02-12,WH_001,Central Warehouse,Midwest,SKU_123,9514,5000,8000,1101,1897,5
2024-02-12,WH_002,West Warehouse,California,SKU_456,17108,2000,4000,2573,949,18
2024-02-13,WH_001,Central Warehouse,Midwest,SKU_123,12715,5000,8000,2037,1290,9
2024-02-13,WH_002,West Warehouse,California,SKU_456,11160,2000,4000,2260,2044,5
2024-02-14,WH_001,Central Warehouse,Midwest,SKU_123,12899,5000,8000,3590,1400,9
2024-02-14,WH_002,West Warehouse,California,SKU_456,4600,2000,4000,4612,405,11
2024-02-15,WH_001,Central Warehouse,Midwest,SKU_123,11414,5000,8000,1247,3004,3
2024-02-15,WH_002,West Warehouse,California,SKU_456,14324,2000,4000,3792,1301,11
2024-02-16,WH_001,Central Warehouse,Midwest,SKU_123,22491,5000,8000,2442,2086,10
2024-02-16,WH_002,West Warehouse,California,SKU_456,8628,2000,4000,1940,1348,6
2024-02-17,WH_001,Central Warehouse,Midwest,SKU_123,13266,5000,8000,2730,1720,7
2024-02-17,WH_002,West Warehouse,California,SKU_456,7889,2000,4000,3811,1,7889
2024-02-18,WH_001,Central Warehouse,Midwest,SKU_123,15784,5000,8000,2861,2188,7
2024-02-18,WH_002,West Warehouse,California,SKU_456,7772,2000,4000,2249,2091,3
2024-02-19,WH_001,Central Warehouse,Midwest,SKU_123,19219,5000,8000,1639,1660,11
2024-02-19,WH_002,West Warehouse,California,SKU_456,13875,2000,4000,0,1085,12
2024-02-20,WH_001,Central Warehouse,Midwest,SKU_123,19130,5000,8000,3311,1813,10
2024-02-20,WH_002,West Warehouse,California,SKU_456,6429,2000,4000,941,1145,5
2024-02-21,WH_001,Central Warehouse,Midwest,SKU_123,19418,5000,8000,1245,1560,12
2024-02-21,WH_002,West Warehouse,California,SKU_456,5362,2000,4000,3011,1176,4
2024-02-22,WH_001,Central Warehouse,Midwest,SKU_123,13658,5000,8000,0,531,25
2024-02-22,WH_002,West Warehouse,California,SKU_456,8026,2000,4000,409,2763,2
2024-02-23,WH_001,Central Warehouse,Midwest,SKU_123,6784,5000,8000,1039,1510,4
2024-02-23,WH_002,West Warehouse,California,SKU_456,6722,2000,4000,675,925,7
2024-02-24,WH_001,Central Warehouse,Midwest,SKU_123,10532,5000,8000,1655,2671,3
2024-02-24,WH_002,West Warehouse,California,SKU_456,8272,2000,4000,3419,1804,4
2024-02-25,WH_001,Central Warehouse,Midwest,SKU_123,17898,5000,8000,0,1317,13
2024-02-25,WH_002,West Warehouse,California,SKU_456,12574,2000,4000,1313,2557,4
2024-02-26,WH_001,Central Warehouse,Midwest,SKU_123,19193,5000,8000,1437,1198,16
2024-02-26,WH_002,West Warehouse,California,SKU_456,4452,2000,4000,1244,760,5
2024-02-27,WH_001,Central Warehouse,Midwest,SKU_123,15500,5000,8000,252,1862,8
2024-02-27,WH_002,West Warehouse,California,SKU_456,10198,2000,4000,6,2429,4
2024-02-28,WH_001,Central Warehouse,Midwest,SKU_123,15797,5000,8000,2899,1044,15
2024-02-28,WH_002,West Warehouse,California,SKU_456,10178,2000,4000,3351,1440,7
2024-02-29,WH_001,Central Warehouse,Midwest,SKU_123,21006,5000,8000,2052,2184,9
2024-02-29,WH_002,West Warehouse,California,SKU_456,9025,2000,4000,2702,497,18
2024-03-01,WH_001,Central Warehouse,Midwest,SKU_123,15298,5000,8000,1118,992,15
2024-03-01,WH_002,West Warehouse,California,SKU_456,14104,2000,4000,1743,898,15
2024-03-02,WH_001,Central Warehouse,Midwest,SKU_123,12743,5000,8000,439,2360,5
2024-03-02,WH_002,West Warehouse,California,SKU_456,5565,2000,4000,2635,2313,2
2024-03-03,WH_001,Central Warehouse,Midwest,SKU_123,12249,5000,8000,2638,881,13
2024-03-03,WH_002,West Warehouse,California,SKU_456,16560,2000,4000,3123,1384,11
2024-03-04,WH_001,Central Warehouse,Midwest,SKU_123,11295,5000,8000,1863,1296,8
2024-03-04,WH_002,West Warehouse,California,SKU_456,14835,2000,4000,529,1580,9
2024-03-05,WH_001,Central Warehouse,Midwest,SKU_123,13935,5000,8000,1859,1434,9
2024-03-05,WH_002,West Warehouse,California,SKU_456,7593,2000,4000,3047,1865,4
2024-03-06,WH_001,Central Warehouse,Midwest,SKU_123,15466,5000,8000,0,1679,9
2024-03-06,WH_002,West Warehouse,California,SKU_456,2205,2000,4000,2775,2384,1
2024-03-07,WH_001,Central Warehouse,Midwest,SKU_123,10758,5000,8000,1685,1140,9
2024-03-07,WH_002,West Warehouse,California,SKU_456,12324,2000,4000,2114,2536,4
2024-03-08,WH_001,Central Warehouse,Midwest,SKU_123,15448,5000,8000,2290,1540,10
2024-03-08,WH_002,West Warehouse,California,SKU_456,10862,2000,4000,0,1551,7
2024-03-09,WH_001,Central Warehouse,Midwest,SKU_123,13754,5000,8000,2870,1387,9
2024-03-09,WH_002,West Warehouse,California,SKU_456,4364,2000,4000,2008,850,5
2024-03-10,WH_001,Central Warehouse,Midwest,SKU_123,7261,5000,8000,2872,1847,3
2024-03-10,WH_002,West Warehouse,California,SKU_456,9634,2000,4000,3563,1100,8
2024-03-11,WH_001,Central Warehouse,Midwest,SKU_123,8991,5000,8000,1915,1291,6
2024-03-11,WH_002,West Warehouse,California,SKU_456,5051,2000,4000,1904,1133,4
2024-03-12,WH_001,Central Warehouse,Midwest,SKU_123,7573,5000,8000,1470,818,9
2024-03-12,WH_002,West Warehouse,California,SKU_456,8810,2000,4000,1212,2166,4
2024-03-13,WH_001,Central Warehouse,Midwest,SKU_123,19613,5000,8000,2815,569,34
2024-03-13,WH_002,West Warehouse,California,SKU_456,13268,2000,4000,3890,1511,8
2024-03-14,WH_001,Central Warehouse,Midwest,SKU_123,18630,5000,8000,1337,380,49
2024-03-14,WH_002,West Warehouse,California,SKU_456,5339,2000,4000,4075,605,8
2024-03-15,WH_001,Central Warehouse,Midwest,SKU_123,13998,5000,8000,2040,1192,11
2024-03-15,WH_002,West Warehouse,California,SKU_456,6447,2000,4000,2086,1162,5
2024-03-16,WH_001,Central Warehouse,Midwest,SKU_123,9022,5000,8000,2258,2144,4
2024-03-16,WH_002,West Warehouse,California,SKU_456,11043,2000,4000,1028,749,14
2024-03-17,WH_001,Central Warehouse,Midwest,SKU_123,13005,5000,8000,3881,1887,6
2024-03-17,WH_002,West Warehouse,California,SKU_456,10463,2000,4000,3067,1752,5
2024-03-18,WH_001,Central Warehouse,Midwest,SKU_123,14422,5000,8000,2794,1172,12
2024-03-18,WH_002,West Warehouse,California,SKU_456,3049,2000,4000,2867,2242,1
2024-03-19,WH_001,Central Warehouse,Midwest,SKU_123,10086,5000,8000,2986,2508,4
2024-03-19,WH_002,West Warehouse,California,SKU_456,7992,2000,4000,1018,1573,5
2024-03-20,WH_001,Central Warehouse,Midwest,SKU_123,12073,5000,8000,1259,1759,6
2024-03-20,WH_002,West Warehouse,California,SKU_456,2386,2000,4000,267,1511,1
2024-03-21,WH_001,Central Warehouse,Midwest,SKU_123,13921,5000,8000,2412,2625,5
2024-03-21,WH_002,West Warehouse,California,SKU_456,8365,2000,4000,2717,914,9
2024-03-22,WH_001,Central Warehouse,Midwest,SKU_123,16687,5000,8000,1368,1542,10
2024-03-22,WH_002,West Warehouse,California,SKU_456,7619,2000,4000,3239,714,10
2024-03-23,WH_001,Central Warehouse,Midwest,SKU_123,6008,5000,8000,1743,1781,3
2024-03-23,WH_002,West Warehouse,California,SKU_456,8532,2000,4000,3478,1762,4
2024-03-24,WH_001,Central Warehouse,Midwest,SKU_123,12026,5000,8000,0,1357,8
2024-03-24,WH_002,West Warehouse,California,SKU_456,11597,2000,4000,1529,1516,7
2024-03-25,WH_001,Central Warehouse,Midwest,SKU_123,15474,5000,8000,781,1873,8
2024-03-25,WH_002,West Warehouse,California,SKU_456,13729,2000,4000,1792,822,16
2024-03-26,WH_001,Central Warehouse,Midwest,SKU_123,13766,5000,8000,0,1702,8
2024-03-26,WH_002,West Warehouse,California,SKU_456,9582,2000,4000,4010,1383,6
2024-03-27,WH_001,Central Warehouse,Midwest,SKU_123,15429,5000,8000,966,1286,11
2024-03-27,WH_002,West Warehouse,California,SKU_456,2661,2000,4000,1766,1316,2
2024-03-28,WH_001,Central Warehouse,Midwest,SKU_123,15047,5000,8000,1251,1550,9
2024-03-28,WH_002,West Warehouse,California,SKU_456,6833,2000,4000,1602,1548,4
2024-03-29,WH_001,Central Warehouse,Midwest,SKU_123,14141,5000,8000,2913,1427,9
2024-03-29,WH_002,West Warehouse,California,SKU_456,6775,2000,4000,1783,1071,6
2024-03-30,WH_001,Central Warehouse,Midwest,SKU_123,12740,5000,8000,4437,952,13
2024-03-30,WH_002,West Warehouse,California,SKU_456,7024,2000,4000,1535,1351,5
2024-03-31,WH_001,Central Warehouse,Midwest,SKU_123,12840,5000,8000,2335,473,27
2024-03-31,WH_002,West Warehouse,California,SKU_456,11630,2000,4000,2759,754,15
2024-04-01,WH_001,Central Warehouse,Midwest,SKU_123,6058,5000,8000,827,1354,4
2024-04-01,WH_002,West Warehouse,California,SKU_456,17031,2000,4000,2651,415,41
