date,plant_id,plant_name,plant_region,sku,units_produced,production_capacity,capacity_utilization,downtime_hours,cycle_time_hours,defect_rate
2023-10-01,PLANT_B,South Plant,Mexico,SKU_456,1401,1500,0.93,4.59,1.4,0.04
2023-10-02,PLANT_A,North Plant,USA,SKU_123,912,1000,0.91,1.82,1.88,0.01
2023-10-02,PLANT_B,South Plant,Mexico,SKU_456,1377,1500,0.92,5.8,1.87,0.06
2023-10-03,PLANT_A,North Plant,USA,SKU_123,969,1000,0.97,1.82,2.08,0.06
2023-10-03,PLANT_B,South Plant,Mexico,SKU_456,1786,1500,1.19,1.09,2.18,0.07
2023-10-04,PLANT_A,North Plant,USA,SKU_123,1275,1000,1.27,3.97,1.56,0.05
2023-10-04,PLANT_B,South Plant,Mexico,SKU_456,1293,1500,0.86,1.0,3.04,0.05
2023-10-05,PLANT_A,North Plant,USA,SKU_123,909,1000,0.91,4.29,2.99,0.02
2023-10-05,PLANT_B,South Plant,Mexico,SKU_456,1595,1500,1.06,3.05,2.18,0.08
2023-10-06,PLANT_A,North Plant,USA,SKU_123,1229,1000,1.23,2.77,3.33,0.06
2023-10-06,PLANT_B,South Plant,Mexico,SKU_456,1619,1500,1.08,5.17,1.98,0.07
2023-10-07,PLANT_A,North Plant,USA,SKU_123,694,1000,0.69,5.87,3.2,0.06
2023-10-07,PLANT_B,South Plant,Mexico,SKU_456,1353,1500,0.9,3.37,3.39,0.04
2023-10-08,PLANT_A,North Plant,USA,SKU_123,1054,1000,1.05,4.41,2.21,0.01
2023-10-08,PLANT_B,South Plant,Mexico,SKU_456,1585,1500,1.06,0.07,2.88,0.08
2023-10-09,PLANT_A,North Plant,USA,SKU_123,1092,1000,1.09,4.9,2.55,0.08
2023-10-09,PLANT_B,South Plant,Mexico,SKU_456,929,1500,0.62,3.03,2.91,0.07
2023-10-10,PLANT_A,North Plant,USA,SKU_123,879,1000,0.88,2.38,1.68,0.07
2023-10-10,PLANT_B,South Plant,Mexico,SKU_456,1441,1500,0.96,1.86,2.01,0.07
2023-10-11,PLANT_A,North Plant,USA,SKU_123,922,1000,0.92,3.75,2.6,0.07
2023-10-11,PLANT_B,South Plant,Mexico,SKU_456,1742,1500,1.16,0.07,2.82,0.01
2023-10-12,PLANT_A,North Plant,USA,SKU_123,879,1000,0.88,2.12,2.7,0.03
2023-10-12,PLANT_B,South Plant,Mexico,SKU_456,1367,1500,0.91,2.43,1.54,0.06
2023-10-13,PLANT_A,North Plant,USA,SKU_123,1067,1000,1.07,1.99,1.52,0.04
2023-10-13,PLANT_B,South Plant,Mexico,SKU_456,1571,1500,1.05,3.85,2.81,0.05
2023-10-14,PLANT_A,North Plant,USA,SKU_123,1032,1000,1.03,0.61,1.98,0.03
2023-10-14,PLANT_B,South Plant,Mexico,SKU_456,1440,1500,0.96,5.88,1.54,0.05
2023-10-15,PLANT_A,North Plant,USA,SKU_123,1031,1000,1.03,4.23,2.29,0.03
2023-10-15,PLANT_B,South Plant,Mexico,SKU_456,1426,1500,0.95,1.59,1.83,0.04
2023-10-16,PLANT_A,North Plant,USA,SKU_123,963,1000,0.96,5.81,2.67,0.02
2023-10-16,PLANT_B,South Plant,Mexico,SKU_456,895,1500,0.6,5.71,2.02,0.02
2023-10-17,PLANT_A,North Plant,USA,SKU_123,1179,1000,1.18,1.6,1.43,0.08
2023-10-17,PLANT_B,South Plant,Mexico,SKU_456,1424,1500,0.95,4.06,2.88,0.05
2023-10-18,PLANT_A,North Plant,USA,SKU_123,1078,1000,1.08,5.2,3.39,0.02
2023-10-18,PLANT_B,South Plant,Mexico,SKU_456,1090,1500,0.73,5.67,2.95,0.07
2023-10-19,PLANT_A,North Plant,USA,SKU_123,1049,1000,1.05,4.08,2.26,0.01
2023-10-19,PLANT_B,South Plant,Mexico,SKU_456,1586,1500,1.06,1.52,2.35,0.08
2023-10-20,PLANT_A,North Plant,USA,SKU_123,953,1000,0.95,4.03,3.45,0.02
2023-10-20,PLANT_B,South Plant,Mexico,SKU_456,1100,1500,0.73,2.6,1.59,0.06
2023-10-21,PLANT_A,North Plant,USA,SKU_123,907,1000,0.91,2.61,2.92,0.01
2023-10-21,PLANT_B,South Plant,Mexico,SKU_456,1447,1500,0.96,3.68,2.74,0.03
2023-10-22,PLANT_A,North Plant,USA,SKU_123,1043,1000,1.04,0.08,1.92,0.03
2023-10-22,PLANT_B,South Plant,Mexico,SKU_456,1343,1500,0.9,1.49,1.53,0.04
2023-10-23,PLANT_A,North Plant,USA,SKU_123,1193,1000,1.19,0.49,3.4,0.07
2023-10-23,PLANT_B,South Plant,Mexico,SKU_456,1769,1500,1.18,4.94,3.36,0.05
2023-10-24,PLANT_A,North Plant,USA,SKU_123,1020,1000,1.02,4.43,2.5,0.01
2023-10-24,PLANT_B,South Plant,Mexico,SKU_456,1581,1500,1.05,5.52,2.63,0.05
2023-10-25,PLANT_A,North Plant,USA,SKU_123,947,1000,0.95,4.0,3.05,0.04
2023-10-25,PLANT_B,South Plant,Mexico,SKU_456,1467,1500,0.98,1.49,2.88,0.04
2023-10-26,PLANT_A,North Plant,USA,SKU_123,1064,1000,1.06,0.38,3.13,0.03
2023-10-26,PLANT_B,South Plant,Mexico,SKU_456,1522,1500,1.01,0.13,2.03,0.05
2023-10-27,PLANT_A,North Plant,USA,SKU_123,795,1000,0.8,0.63,3.01,0.04
2023-10-27,PLANT_B,South Plant,Mexico,SKU_456,1498,1500,1.0,1.56,1.73,0.02
2023-10-28,PLANT_A,North Plant,USA,SKU_123,765,1000,0.77,5.29,3.11,0.06
2023-10-28,PLANT_B,South Plant,Mexico,SKU_456,1150,1500,0.77,1.74,2.05,0.03
2023-10-29,PLANT_A,North Plant,USA,SKU_123,742,1000,0.74,2.12,3.14,0.07
2023-10-29,PLANT_B,South Plant,Mexico,SKU_456,1563,1500,1.04,5.48,3.4,0.03
2023-10-30,PLANT_A,North Plant,USA,SKU_123,1084,1000,1.08,5.26,1.62,0.04
2023-10-30,PLANT_B,South Plant,Mexico,SKU_456,1501,1500,1.0,3.02,1.81,0.07
2023-10-31,PLANT_A,North Plant,USA,SKU_123,1020,1000,1.02,4.49,2.32,0.05
2023-10-31,PLANT_B,South Plant,Mexico,SKU_456,1294,1500,0.86,4.04,1.78,0.06
2023-11-01,PLANT_A,North Plant,USA,SKU_123,863,1000,0.86,0.97,1.58,0.01
2023-11-01,PLANT_B,South Plant,Mexico,SKU_456,1484,1500,0.99,5.35,1.91,0.03
2023-11-02,PLANT_A,North Plant,USA,SKU_123,862,1000,0.86,3.65,1.92,0.01
2023-11-02,PLANT_B,South Plant,Mexico,SKU_456,1316,1500,0.88,1.41,1.86,0.08
2023-11-03,PLANT_A,North Plant,USA,SKU_123,748,1000,0.75,2.57,2.54,0.06
2023-11-03,PLANT_B,South Plant,Mexico,SKU_456,1669,1500,1.11,1.03,2.45,0.04
2023-11-04,PLANT_A,North Plant,USA,SKU_123,1165,1000,1.17,0.69,2.67,0.02
2023-11-04,PLANT_B,South Plant,Mexico,SKU_456,1766,1500,1.18,0.86,2.85,0.02
2023-11-05,PLANT_A,North Plant,USA,SKU_123,984,1000,0.98,3.05,2.28,0.01
2023-11-05,PLANT_B,South Plant,Mexico,SKU_456,1521,1500,1.01,0.41,2.4,0.05
2023-11-06,PLANT_A,North Plant,USA,SKU_123,868,1000,0.87,0.06,2.92,0.05
2023-11-06,PLANT_B,South Plant,Mexico,SKU_456,1750,1500,1.17,4.93,3.17,0.04
2023-11-07,PLANT_A,North Plant,USA,SKU_123,971,1000,0.97,1.1,3.2,0.07
2023-11-07,PLANT_B,South Plant,Mexico,SKU_456,1671,1500,1.11,0.45,2.21,0.07
2023-11-08,PLANT_A,North Plant,USA,SKU_123,1066,1000,1.07,3.25,3.43,0.01
2023-11-08,PLANT_B,South Plant,Mexico,SKU_456,1612,1500,1.07,0.44,2.19,0.07
2023-11-09,PLANT_A,North Plant,USA,SKU_123,870,1000,0.87,2.1,2.18,0.01
2023-11-09,PLANT_B,South Plant,Mexico,SKU_456,1417,1500,0.94,2.79,2.92,0.06
2023-11-10,PLANT_A,North Plant,USA,SKU_123,974,1000,0.97,0.03,3.09,0.06
2023-11-10,PLANT_B,South Plant,Mexico,SKU_456,1753,1500,1.17,0.4,3.01,0.05
2023-11-11,PLANT_A,North Plant,USA,SKU_123,1090,1000,1.09,3.11,1.69,0.06
2023-11-11,PLANT_B,South Plant,Mexico,SKU_456,1574,1500,1.05,4.45,1.76,0.02
2023-11-12,PLANT_A,North Plant,USA,SKU_123,1142,1000,1.14,4.55,2.65,0.06
2023-11-12,PLANT_B,South Plant,Mexico,SKU_456,1676,1500,1.12,3.47,2.73,0.02
2023-11-13,PLANT_A,North Plant,USA,SKU_123,881,1000,0.88,1.21,2.06,0.03
2023-11-13,PLANT_B,South Plant,Mexico,SKU_456,1386,1500,0.92,2.55,3.31,0.05
2023-11-14,PLANT_A,North Plant,USA,SKU_123,876,1000,0.88,2.3,3.13,0.06
2023-11-14,PLANT_B,South Plant,Mexico,SKU_456,1442,1500,0.96,1.63,2.85,0.03
2023-11-15,PLANT_A,North Plant,USA,SKU_123,929,1000,0.93,1.62,1.8,0.06
2023-11-15,PLANT_B,South Plant,Mexico,SKU_456,1407,1500,0.94,3.57,1.96,0.06
2023-11-16,PLANT_A,North Plant,USA,SKU_123,1185,1000,1.19,1.13,1.59,0.06
2023-11-16,PLANT_B,South Plant,Mexico,SKU_456,1591,1500,1.06,2.59,1.47,0.03
2023-11-17,PLANT_A,North Plant,USA,SKU_123,660,1000,0.66,3.34,1.48,0.06
2023-11-17,PLANT_B,South Plant,Mexico,SKU_456,1558,1500,1.04,5.39,3.27,0.03
2023-11-18,PLANT_A,North Plant,USA,SKU_123,1043,1000,1.04,3.46,1.54,0.02
2023-11-18,PLANT_B,South Plant,Mexico,SKU_456,1727,1500,1.15,1.96,2.97,0.07
2023-11-19,PLANT_A,North Plant,USA,SKU_123,1088,1000,1.09,0.78,1.45,0.04
2023-11-19,PLANT_B,South Plant,Mexico,SKU_456,1439,1500,0.96,3.4,2.06,0.06
2023-11-20,PLANT_A,North Plant,USA,SKU_123,1010,1000,1.01,0.23,3.16,0.05
2023-11-20,PLANT_B,South Plant,Mexico,SKU_456,1575,1500,1.05,3.75,3.22,0.05
2023-11-21,PLANT_A,North Plant,USA,SKU_123,1212,1000,1.21,2.34,1.88,0.05
2023-11-21,PLANT_B,South Plant,Mexico,SKU_456,1590,1500,1.06,5.57,2.12,0.05
2023-11-22,PLANT_A,North Plant,USA,SKU_123,984,1000,0.98,4.29,2.65,0.01
2023-11-22,PLANT_B,South Plant,Mexico,SKU_456,1565,1500,1.04,4.05,2.82,0.04
2023-11-23,PLANT_A,North Plant,USA,SKU_123,1100,1000,1.1,4.15,2.86,0.06
2023-11-23,PLANT_B,South Plant,Mexico,SKU_456,1121,1500,0.75,0.94,2.74,0.05
2023-11-24,PLANT_A,North Plant,USA,SKU_123,802,1000,0.8,4.01,3.16,0.02
2023-11-24,PLANT_B,South Plant,Mexico,SKU_456,1268,1500,0.85,4.67,2.68,0.06
2023-11-25,PLANT_A,North Plant,USA,SKU_123,982,1000,0.98,2.41,1.72,0.05
2023-11-25,PLANT_B,South Plant,Mexico,SKU_456,1642,1500,1.09,5.53,2.62,0.05
2023-11-26,PLANT_A,North Plant,USA,SKU_123,903,1000,0.9,3.64,3.25,0.07
2023-11-26,PLANT_B,South Plant,Mexico,SKU_456,1482,1500,0.99,1.27,3.21,0.07
2023-11-27,PLANT_A,North Plant,USA,SKU_123,742,1000,0.74,4.82,3.49,0.01
2023-11-27,PLANT_B,South Plant,Mexico,SKU_456,1769,1500,1.18,3.74,3.44,0.04
2023-11-28,PLANT_A,North Plant,USA,SKU_123,1078,1000,1.08,0.4,3.45,0.07
2023-11-28,PLANT_B,South Plant,Mexico,SKU_456,1591,1500,1.06,5.63,1.58,0.04
2023-11-29,PLANT_A,North Plant,USA,SKU_123,620,1000,0.62,2.81,1.96,0.02
2023-11-29,PLANT_B,South Plant,Mexico,SKU_456,1190,1500,0.79,0.88,3.44,0.06
2023-11-30,PLANT_A,North Plant,USA,SKU_123,895,1000,0.9,4.79,2.09,0.03
2023-11-30,PLANT_B,South Plant,Mexico,SKU_456,1219,1500,0.81,0.78,1.94,0.03
2023-12-01,PLANT_A,North Plant,USA,SKU_123,954,1000,0.95,2.06,3.22,0.02
2023-12-01,PLANT_B,South Plant,Mexico,SKU_456,1089,1500,0.73,2.91,2.04,0.05
2023-12-02,PLANT_A,North Plant,USA,SKU_123,1128,1000,1.13,3.03,1.7,0.05
2023-12-02,PLANT_B,South Plant,Mexico,SKU_456,1147,1500,0.76,2.93,1.57,0.04
2023-12-03,PLANT_A,North Plant,USA,SKU_123,857,1000,0.86,4.35,2.61,0.06
2023-12-03,PLANT_B,South Plant,Mexico,SKU_456,1221,1500,0.81,5.17,2.06,0.05
2023-12-04,PLANT_A,North Plant,USA,SKU_123,957,1000,0.96,2.94,2.96,0.04
2023-12-04,PLANT_B,South Plant,Mexico,SKU_456,1440,1500,0.96,5.03,2.16,0.07
2023-12-05,PLANT_A,North Plant,USA,SKU_123,936,1000,0.94,4.57,1.66,0.02
2023-12-05,PLANT_B,South Plant,Mexico,SKU_456,1414,1500,0.94,1.05,2.59,0.05
2023-12-06,PLANT_A,North Plant,USA,SKU_123,852,1000,0.85,3.32,2.18,0.06
2023-12-06,PLANT_B,South Plant,Mexico,SKU_456,1354,1500,0.9,3.43,1.79,0.03
2023-12-07,PLANT_A,North Plant,USA,SKU_123,903,1000,0.9,1.71,3.35,0.08
2023-12-07,PLANT_B,South Plant,Mexico,SKU_456,1448,1500,0.97,0.86,2.19,0.07
2023-12-08,PLANT_A,North Plant,USA,SKU_123,1013,1000,1.01,5.07,3.07,0.02
2023-12-08,PLANT_B,South Plant,Mexico,SKU_456,1398,1500,0.93,1.32,1.86,0.07
2023-12-09,PLANT_A,North Plant,USA,SKU_123,885,1000,0.89,3.76,2.98,0.02
2023-12-09,PLANT_B,South Plant,Mexico,SKU_456,1545,1500,1.03,2.11,1.6,0.04
2023-12-10,PLANT_A,North Plant,USA,SKU_123,1021,1000,1.02,5.45,2.38,0.04
2023-12-10,PLANT_B,South Plant,Mexico,SKU_456,1412,1500,0.94,0.93,2.42,0.04
2023-12-11,PLANT_A,North Plant,USA,SKU_123,1140,1000,1.14,1.02,1.46,0.02
2023-12-11,PLANT_B,South Plant,Mexico,SKU_456,1456,1500,0.97,3.06,2.69,0.07
2023-12-12,PLANT_A,North Plant,USA,SKU_123,921,1000,0.92,0.21,2.56,0.04
2023-12-12,PLANT_B,South Plant,Mexico,SKU_456,1650,1500,1.1,0.96,1.45,0.04
2023-12-13,PLANT_A,North Plant,USA,SKU_123,879,1000,0.88,1.69,1.76,0.04
2023-12-13,PLANT_B,South Plant,Mexico,SKU_456,1542,1500,1.03,2.35,2.98,0.02
2023-12-14,PLANT_A,North Plant,USA,SKU_123,1090,1000,1.09,3.39,3.35,0.04
2023-12-14,PLANT_B,South Plant,Mexico,SKU_456,915,1500,0.61,0.11,3.14,0.05
2023-12-15,PLANT_A,North Plant,USA,SKU_123,915,1000,0.92,0.18,3.42,0.06
2023-12-15,PLANT_B,South Plant,Mexico,SKU_456,1505,1500,1.0,1.59,2.68,0.06
2023-12-16,PLANT_A,North Plant,USA,SKU_123,1039,1000,1.04,1.66,1.99,0.08
2023-12-16,PLANT_B,South Plant,Mexico,SKU_456,1114,1500,0.74,4.3,2.88,0.05
2023-12-17,PLANT_A,North Plant,USA,SKU_123,969,1000,0.97,0.47,2.33,0.03
2023-12-17,PLANT_B,South Plant,Mexico,SKU_456,1346,1500,0.9,5.01,3.36,0.02
2023-12-18,PLANT_A,North Plant,USA,SKU_123,868,1000,0.87,5.81,2.34,0.05
2023-12-18,PLANT_B,South Plant,Mexico,SKU_456,1310,1500,0.87,2.83,2.79,0.06
2023-12-19,PLANT_A,North Plant,USA,SKU_123,1103,1000,1.1,4.9,2.99,0.01
2023-12-19,PLANT_B,South Plant,Mexico,SKU_456,1069,1500,0.71,1.27,2.79,0.04
2023-12-20,PLANT_A,North Plant,USA,SKU_123,967,1000,0.97,4.15,1.97,0.02
2023-12-20,PLANT_B,South Plant,Mexico,SKU_456,1346,1500,0.9,2.05,2.3,0.07
2023-12-21,PLANT_A,North Plant,USA,SKU_123,877,1000,0.88,1.73,2.43,0.03
2023-12-21,PLANT_B,South Plant,Mexico,SKU_456,1705,1500,1.14,2.6,1.75,0.02
2023-12-22,PLANT_A,North Plant,USA,SKU_123,966,1000,0.97,4.4,2.78,0.08
2023-12-22,PLANT_B,South Plant,Mexico,SKU_456,1735,1500,1.16,3.4,2.78,0.07
2023-12-23,PLANT_A,North Plant,USA,SKU_123,1056,1000,1.06,0.63,2.61,0.04
2023-12-23,PLANT_B,South Plant,Mexico,SKU_456,1335,1500,0.89,5.88,1.85,0.01
2023-12-24,PLANT_A,North Plant,USA,SKU_123,1050,1000,1.05,0.62,1.76,0.05
2023-12-24,PLANT_B,South Plant,Mexico,SKU_456,1524,1500,1.02,5.63,3.12,0.08
2023-12-25,PLANT_A,North Plant,USA,SKU_123,842,1000,0.84,2.09,1.51,0.01
2023-12-25,PLANT_B,South Plant,Mexico,SKU_456,1554,1500,1.04,2.75,1.88,0.05
2023-12-26,PLANT_A,North Plant,USA,SKU_123,626,1000,0.63,4.94,3.12,0.04
2023-12-26,PLANT_B,South Plant,Mexico,SKU_456,1623,1500,1.08,2.18,3.09,0.03
2023-12-27,PLANT_A,North Plant,USA,SKU_123,841,1000,0.84,2.89,3.17,0.03
2023-12-27,PLANT_B,South Plant,Mexico,SKU_456,1397,1500,0.93,4.85,3.13,0.04
2023-12-28,PLANT_A,North Plant,USA,SKU_123,1049,1000,1.05,0.71,3.36,0.06
2023-12-28,PLANT_B,South Plant,Mexico,SKU_456,1477,1500,0.98,0.2,2.4,0.04
2023-12-29,PLANT_A,North Plant,USA,SKU_123,869,1000,0.87,3.37,2.9,0.01
2023-12-29,PLANT_B,South Plant,Mexico,SKU_456,1506,1500,1.0,0.7,2.69,0.08
2023-12-30,PLANT_A,North Plant,USA,SKU_123,974,1000,0.97,3.3,2.25,0.07
2023-12-30,PLANT_B,South Plant,Mexico,SKU_456,1574,1500,1.05,3.67,2.18,0.03
2023-12-31,PLANT_A,North Plant,USA,SKU_123,721,1000,0.72,4.05,2.78,0.01
2023-12-31,PLANT_B,South Plant,Mexico,SKU_456,1285,1500,0.86,1.09,1.73,0.07
2024-01-01,PLANT_A,North Plant,USA,SKU_123,556,1000,0.56,5.28,2.57,0.03
2024-01-01,PLANT_B,South Plant,Mexico,SKU_456,1464,1500,0.98,4.39,3.41,0.03
2024-01-02,PLANT_A,North Plant,USA,SKU_123,1264,1000,1.26,2.42,2.98,0.05
2024-01-02,PLANT_B,South Plant,Mexico,SKU_456,1671,1500,1.11,2.57,2.94,0.07
2024-01-03,PLANT_A,North Plant,USA,SKU_123,868,1000,0.87,5.07,2.31,0.04
2024-01-03,PLANT_B,South Plant,Mexico,SKU_456,1800,1500,1.2,1.51,3.17,0.04
2024-01-04,PLANT_A,North Plant,USA,SKU_123,1080,1000,1.08,1.95,1.48,0.03
2024-01-04,PLANT_B,South Plant,Mexico,SKU_456,838,1500,0.56,5.87,3.43,0.04
2024-01-05,PLANT_A,North Plant,USA,SKU_123,1156,1000,1.16,4.83,3.39,0.04
2024-01-05,PLANT_B,South Plant,Mexico,SKU_456,1358,1500,0.91,1.6,3.48,0.01
2024-01-06,PLANT_A,North Plant,USA,SKU_123,1153,1000,1.15,0.72,3.37,0.02
2024-01-06,PLANT_B,South Plant,Mexico,SKU_456,1630,1500,1.09,1.34,2.05,0.05
2024-01-07,PLANT_A,North Plant,USA,SKU_123,960,1000,0.96,2.51,2.99,0.07
2024-01-07,PLANT_B,South Plant,Mexico,SKU_456,1009,1500,0.67,2.36,1.61,0.01
2024-01-08,PLANT_A,North Plant,USA,SKU_123,864,1000,0.86,1.4,1.45,0.07
2024-01-08,PLANT_B,South Plant,Mexico,SKU_456,1691,1500,1.13,0.81,1.89,0.07
2024-01-09,PLANT_A,North Plant,USA,SKU_123,1028,1000,1.03,0.24,2.61,0.04
2024-01-09,PLANT_B,South Plant,Mexico,SKU_456,1037,1500,0.69,3.5,1.42,0.07
2024-01-10,PLANT_A,North Plant,USA,SKU_123,1011,1000,1.01,2.39,3.44,0.05
2024-01-10,PLANT_B,South Plant,Mexico,SKU_456,1214,1500,0.81,4.26,1.97,0.07
2024-01-11,PLANT_A,North Plant,USA,SKU_123,924,1000,0.92,2.56,3.15,0.07
2024-01-11,PLANT_B,South Plant,Mexico,SKU_456,1283,1500,0.86,1.36,3.12,0.08
2024-01-12,PLANT_A,North Plant,USA,SKU_123,461,1000,0.46,5.22,1.58,0.02
2024-01-12,PLANT_B,South Plant,Mexico,SKU_456,1426,1500,0.95,0.31,2.43,0.04
2024-01-13,PLANT_A,North Plant,USA,SKU_123,1080,1000,1.08,0.97,2.6,0.07
2024-01-13,PLANT_B,South Plant,Mexico,SKU_456,1215,1500,0.81,0.92,1.71,0.03
2024-01-14,PLANT_A,North Plant,USA,SKU_123,1203,1000,1.2,0.34,1.47,0.04
2024-01-14,PLANT_B,South Plant,Mexico,SKU_456,1396,1500,0.93,1.16,2.75,0.03
2024-01-15,PLANT_A,North Plant,USA,SKU_123,1062,1000,1.06,1.38,2.26,0.03
2024-01-15,PLANT_B,South Plant,Mexico,SKU_456,1573,1500,1.05,4.96,2.81,0.07
2024-01-16,PLANT_A,North Plant,USA,SKU_123,1057,1000,1.06,2.16,2.81,0.03
2024-01-16,PLANT_B,South Plant,Mexico,SKU_456,966,1500,0.64,5.96,1.73,0.08
2024-01-17,PLANT_A,North Plant,USA,SKU_123,1172,1000,1.17,3.47,3.22,0.03
2024-01-17,PLANT_B,South Plant,Mexico,SKU_456,1633,1500,1.09,3.72,2.26,0.04
2024-01-18,PLANT_A,North Plant,USA,SKU_123,1137,1000,1.14,1.21,3.36,0.06
2024-01-18,PLANT_B,South Plant,Mexico,SKU_456,1675,1500,1.12,3.34,3.04,0.01
2024-01-19,PLANT_A,North Plant,USA,SKU_123,1179,1000,1.18,1.52,3.22,0.02
2024-01-19,PLANT_B,South Plant,Mexico,SKU_456,1188,1500,0.79,5.87,2.82,0.07
2024-01-20,PLANT_A,North Plant,USA,SKU_123,1108,1000,1.11,3.62,2.83,0.05
2024-01-20,PLANT_B,South Plant,Mexico,SKU_456,1702,1500,1.13,1.66,3.01,0.03
2024-01-21,PLANT_A,North Plant,USA,SKU_123,1074,1000,1.07,4.48,1.86,0.01
2024-01-21,PLANT_B,South Plant,Mexico,SKU_456,1117,1500,0.74,3.64,3.18,0.01
2024-01-22,PLANT_A,North Plant,USA,SKU_123,965,1000,0.96,5.57,2.1,0.04
2024-01-22,PLANT_B,South Plant,Mexico,SKU_456,796,1500,0.53,0.49,1.94,0.01
2024-01-23,PLANT_A,North Plant,USA,SKU_123,1173,1000,1.17,1.05,2.02,0.06
2024-01-23,PLANT_B,South Plant,Mexico,SKU_456,1385,1500,0.92,0.3,3.27,0.05
2024-01-24,PLANT_A,North Plant,USA,SKU_123,907,1000,0.91,0.54,2.66,0.03
2024-01-24,PLANT_B,South Plant,Mexico,SKU_456,1650,1500,1.1,2.44,1.7,0.06
2024-01-25,PLANT_A,North Plant,USA,SKU_123,1078,1000,1.08,5.4,3.06,0.06
2024-01-25,PLANT_B,South Plant,Mexico,SKU_456,1529,1500,1.02,5.68,2.02,0.01
2024-01-26,PLANT_A,North Plant,USA,SKU_123,928,1000,0.93,3.8,2.65,0.01
2024-01-26,PLANT_B,South Plant,Mexico,SKU_456,1363,1500,0.91,1.94,2.8,0.05
2024-01-27,PLANT_A,North Plant,USA,SKU_123,908,1000,0.91,2.41,2.93,0.06
2024-01-27,PLANT_B,South Plant,Mexico,SKU_456,1309,1500,0.87,0.0,2.9,0.03
2024-01-28,PLANT_A,North Plant,USA,SKU_123,852,1000,0.85,5.11,3.41,0.05
2024-01-28,PLANT_B,South Plant,Mexico,SKU_456,1463,1500,0.98,0.51,2.55,0.04
2024-01-29,PLANT_A,North Plant,USA,SKU_123,833,1000,0.83,0.57,2.06,0.02
2024-01-29,PLANT_B,South Plant,Mexico,SKU_456,1203,1500,0.8,5.92,2.33,0.05
2024-01-30,PLANT_A,North Plant,USA,SKU_123,1032,1000,1.03,1.83,2.25,0.06
2024-01-30,PLANT_B,South Plant,Mexico,SKU_456,1621,1500,1.08,1.89,1.68,0.05
2024-01-31,PLANT_A,North Plant,USA,SKU_123,1057,1000,1.06,4.2,2.98,0.07
2024-01-31,PLANT_B,South Plant,Mexico,SKU_456,1584,1500,1.06,4.38,2.7,0.02
2024-02-01,PLANT_A,North Plant,USA,SKU_123,644,1000,0.64,3.7,3.18,0.02
2024-02-01,PLANT_B,South Plant,Mexico,SKU_456,1066,1500,0.71,5.78,1.63,0.04
2024-02-02,PLANT_A,North Plant,USA,SKU_123,897,1000,0.9,0.34,1.62,0.05
2024-02-02,PLANT_B,South Plant,Mexico,SKU_456,1510,1500,1.01,1.4,2.74,0.07
2024-02-03,PLANT_A,North Plant,USA,SKU_123,936,1000,0.94,1.51,2.05,0.05
2024-02-03,PLANT_B,South Plant,Mexico,SKU_456,1647,1500,1.1,4.86,2.62,0.06
2024-02-04,PLANT_A,North Plant,USA,SKU_123,937,1000,0.94,1.14,2.87,0.05
2024-02-04,PLANT_B,South Plant,Mexico,SKU_456,1759,1500,1.17,5.47,1.44,0.03
2024-02-05,PLANT_A,North Plant,USA,SKU_123,791,1000,0.79,1.99,2.82,0.04
2024-02-05,PLANT_B,South Plant,Mexico,SKU_456,1621,1500,1.08,2.73,2.27,0.08
2024-02-06,PLANT_A,North Plant,USA,SKU_123,876,1000,0.88,5.82,2.19,0.01
2024-02-06,PLANT_B,South Plant,Mexico,SKU_456,1382,1500,0.92,3.04,1.74,0.06
2024-02-07,PLANT_A,North Plant,USA,SKU_123,852,1000,0.85,2.4,1.64,0.07
2024-02-07,PLANT_B,South Plant,Mexico,SKU_456,1417,1500,0.94,2.32,2.79,0.04
2024-02-08,PLANT_A,North Plant,USA,SKU_123,1020,1000,1.02,5.73,1.72,0.04
2024-02-08,PLANT_B,South Plant,Mexico,SKU_456,1561,1500,1.04,3.49,2.24,0.03
2024-02-09,PLANT_A,North Plant,USA,SKU_123,715,1000,0.71,4.41,1.84,0.01
2024-02-09,PLANT_B,South Plant,Mexico,SKU_456,1456,1500,0.97,3.57,3.23,0.05
2024-02-10,PLANT_A,North Plant,USA,SKU_123,1022,1000,1.02,0.48,2.59,0.07
2024-02-10,PLANT_B,South Plant,Mexico,SKU_456,1666,1500,1.11,1.78,1.7,0.02
2024-02-11,PLANT_A,North Plant,USA,SKU_123,909,1000,0.91,5.64,2.99,0.05
2024-02-11,PLANT_B,South Plant,Mexico,SKU_456,1670,1500,1.11,0.48,2.4,0.05
2024-02-12,PLANT_A,North Plant,USA,SKU_123,1015,1000,1.01,5.65,1.66,0.07
2024-02-12,PLANT_B,South Plant,Mexico,SKU_456,1757,1500,1.17,1.06,2.92,0.01
2024-02-13,PLANT_A,North Plant,USA,SKU_123,1316,1000,1.32,5.62,2.81,0.04
2024-02-13,PLANT_B,South Plant,Mexico,SKU_456,1713,1500,1.14,5.7,1.45,0.08
2024-02-14,PLANT_A,North Plant,USA,SKU_123,629,1000,0.63,0.79,2.32,0.06
2024-02-14,PLANT_B,South Plant,Mexico,SKU_456,1601,1500,1.07,0.33,2.66,0.07
2024-02-15,PLANT_A,North Plant,USA,SKU_123,964,1000,0.96,0.29,3.12,0.07
